18330	13971
4672	10269
7850	18427
11038	10334
17397	6569
12722	12393
6428	17307
4847	5547
3978	2883
11193	17792
15892	10110
6026	6158
2442	695
19592	3855
1109	3000
17845	7109
2752	5058
11879	17716
14706	15094
3156	2667
11939	12105
19141	8305
2460	4657
15441	17943
11682	1337
11453	7701
15099	1964
4233	15833
8032	10338
7259	8136
6512	6401
5010	6076
16097	10111
8374	653
14632	19467
16021	11055
17306	9433
11757	18665
4329	19678
1498	18394
16405	17811
19224	3994
17711	10650
8998	13285
5942	16609
6839	1319
10910	484
14459	7646
8829	11786
1239	13969
4823	6600
17330	4542
2696	16803
1016	15617
11692	7286
18946	5154
9629	8614
13865	12542
8054	11386
8827	1510
10659	9883
12493	9257
10714	3174
3151	14350
3192	15105
10334	674
4515	1909
4989	13843
9220	17427
1997	12456
15598	10706
1780	7503
7469	16775
16182	7724
7656	10185
4638	9829
16036	17698
4230	1898
14162	19679
8839	18085
7678	11637
14247	15064
2040	4582
12002	4078
15457	14988
8697	7829
8390	12782
19247	1079
5494	11857
3942	4999
3632	16851
18557	632
13059	19975
13116	7677
7546	18284
6892	17494
1013	8098
18312	47
9944	10264
9683	1629
11057	9124
135	1184
12524	13400
13758	8083
688	10967
19391	1208
9903	814
12294	7461
11226	1204
5860	19912
10119	1378
4270	11072
15991	935
19695	11418
16828	11231
14806	18976
6853	17135
8180	15015
5972	19372
4629	4774
19952	19153
14960	3578
5412	11801
13052	2565
8620	17916
18541	15159
16024	5929
16423	16780
5753	15477
2094	4013
7019	14579
11462	2770
11023	6106
5248	7613
17288	18921
4424	3968
98	9946
12620	8920
19744	17295
5016	7263
16813	5981
19115	11085
10078	17568
10649	3771
4952	6689
2247	10994
4654	2336
13963	10312
10203	19899
12632	9280
16197	9805
2725	3075
11296	14320
11744	8094
7265	7414
11711	5702
15476	7012
16066	8009
7138	3108
3493	18869
8226	16433
18410	12558
3021	12643
7516	17963
6167	18634
13891	6063
5644	10191
13543	4599
14568	18356
15572	14240
1928	14408
1706	9111
7879	12538
15276	12966
15866	13963
3708	3343
2540	6304
10669	3618
18631	6676
11478	9614
7992	6938
18475	18214
5499	3020
15863	16294
7236	14539
13309	7936
4095	19445
7139	14606
18403	13615
18351	17589
10377	16399
3741	10996
17777	6922
411	12997
11608	4368
723	7607
3297	10955
6936	3293
10146	17405
7247	12045
906	16359
17419	5901
399	2033
18213	18005
19106	8231
3763	15831
7779	8119
18986	17174
1113	11175
8649	7975
16116	12552
13678	12505
18203	2950
11979	13521
11789	19059
11877	14742
14557	12824
1107	16241
452	6181
1007	12627
5773	10331
8318	4613
728	10960
14083	10689
18555	10198
12499	17879
6789	2842
15474	15155
15567	4766
2777	10673
10177	8366
2832	4718
10681	3927
10402	4512
3673	3082
6128	4264
10866	9342
6977	3243
17116	7539
13571	2004
6595	16158
3791	4242
9647	18350
3106	3385
18008	2458
10010	3126
4843	9242
1081	17248
15395	3319
19448	7540
2001	14215
1577	12167
14458	4843
4093	4176
1409	7106
10091	2152
19495	7736
7189	15742
10997	1665
6072	15982
6012	8761
15592	5711
19946	17242
11044	7146
9586	16919
11117	18736
11697	7711
8739	18740
31	15303
13570	10423
4845	18713
19134	14331
4227	584
1055	18255
4471	3196
9646	8275
2042	18696
14396	13390
2642	13965
12838	13133
17504	15891
9067	1428
13804	19113
9728	356
12621	18733
17657	13854
12806	11316
13477	409
15906	3376
7099	18427
19994	19861
15404	18441
15807	6780
19236	1752
19672	5288
11480	9123
6311	4990
18509	18392
13572	16080
2789	12456
14709	17246
7483	4430
399	9417
1515	19128
13802	7682
4867	12190
8268	18700
5957	19926
1014	8000
16633	5179
8256	14152
3909	19253
19186	17449
7347	18505
12557	3391
1005	717
2589	18410
18124	10980
8281	2316
5859	19741
9684	15467
6878	6134
18206	6848
19773	7568
1583	5834
12536	1009
11484	12224
14898	6164
3609	9542
4416	4158
15749	11632
9775	11798
3982	7838
1900	4952
1836	13827
1334	12677
10895	5413
17271	15615
2147	11245
5537	1381
12508	19340
5029	12494
19569	19065
5802	2618
12357	2175
15110	570
3819	9537
17759	12171
1109	7082
18020	10226
19071	18788
18362	13373
4219	10410
5377	345
58	8319
8822	19235
18747	382
15042	11928
9697	18681
5494	11483
5707	18192
13984	16158
1782	6020
6823	15071
8998	7568
15514	1535
508	18354
10840	17383
12328	15366
10680	132
1740	132
13450	13191
15747	6617
9933	8950
7242	17125
15344	16026
10277	2344
10552	10685
10397	7364
4910	478
8244	5766
7993	1983
15677	5097
17361	11320
12380	3074
6619	10703
3033	14993
10268	1477
19761	18430
14954	12057
3631	3019
5996	14107
11118	9002
11304	1810
13954	13259
14544	10092
881	6800
18339	14277
12771	12879
3547	6704
17120	13486
14545	17083
7627	6332
7007	13040
12790	9896
14122	950
7494	326
6313	8687
16364	11638
7436	5983
14156	10333
9742	14212
2167	1242
15184	17191
47	6200
18599	8323
4376	15954
2501	3747
2094	15666
6369	18768
786	9922
2350	545
11959	15229
8721	10403
7480	18713
10618	19925
12985	19008
7851	10520
10315	12919
9783	13058
10203	18370
3634	7773
11366	2233
3303	1752
16649	3647
13909	15313
5415	316
8641	7791
4418	4822
11818	8931
10957	16708
8237	13565
3232	761
11812	8362
10728	3824
9296	9156
7740	16142
12928	4487
8454	14731
13994	1249
10034	9270
7864	10701
19495	15388
10849	8665
12050	8126
16876	1717
4995	1019
13324	11253
12298	17273
14222	13157
14570	19502
7530	3658
4637	12830
11424	11232
4232	2164
13101	9868
13655	7044
4536	2575
3297	1132
3286	8887
19412	18894
12339	7074
9267	9865
17880	19858
8763	5636
12061	4097
2253	14867
16829	14679
4986	11829
3647	17352
17429	5814
10299	3286
11334	13567
19827	12878
19151	4193
16657	19298
8782	6036
9936	9061
11016	18361
1157	15580
19144	4153
3393	9484
15008	15890
973	17156
15024	3591
9896	15297
130	15713
2957	12337
8466	14286
9917	3342
10854	17252
12635	9822
14116	11552
13910	17311
11500	1562
2009	3903
4500	11912
17108	16322
14028	19252
4384	14181
18808	6082
5741	19817
2264	2143
509	7788
6300	15085
10992	10396
17790	19510
6460	15717
2193	13230
9220	5457
2659	12471
18055	7915
939	19800
18266	1719
4577	2868
6326	16656
19796	1059
3670	13683
18553	8542
6507	15913
12009	12527
12600	10716
17204	12596
18201	17135
9018	17377
14607	6820
16988	4081
4539	16697
1330	16773
2667	15341
7423	8193
5394	14767
19711	6771
6739	10944
5961	14814
10508	19570
17434	1165
203	19708
18558	1315
15013	15028
4898	1704
4697	19915
8752	18547
4229	4763
14664	4671
13568	5034
9366	13522
18920	15667
15434	12991
2821	1821
5568	13957
19386	8492
6116	10564
8332	3816
8610	18090
10788	15022
18687	9430
5903	6484
12589	11250
14839	16164
9099	18254
18724	5525
15831	16949
18689	13640
15945	5185
17373	9533
18491	2321
1231	15962
6978	5991
1656	1616
6076	935
3706	12134
2000	17641
1909	5445
14500	12160
18644	16499
14349	17626
4537	8275
13661	11590
11792	16167
16890	18582
6992	3795
7210	11602
3550	7807
742	8227
14365	2294
15146	2859
11785	18379
11619	4346
15551	16908
3044	12550
6623	4837
3290	9573
10594	6804
6241	2291
9728	14237
7731	1101
7388	6397
14087	14034
17289	5617
10631	19114
9527	13200
8095	5700
12332	18898
8607	13954
6320	19738
7782	17254
1632	18884
8215	19765
123	15136
16811	3713
5733	12973
19687	229
13972	14619
3671	5077
6224	13964
5405	17079
4750	2101
18351	11685
15280	17330
3131	17406
399	4050
113	17050
13429	4019
2353	14106
5247	6290
12408	1715
236	6503
17326	4694
5241	5694
17187	4535
1008	19033
7605	1096
16443	13651
10462	10394
2363	4594
4083	6310
14651	920
3205	5812
13604	6063
6780	13441
8530	1036
3387	7546
13666	525
2169	4728
4755	5427
3361	6325
16306	7122
15991	12214
14936	13332
927	15065
991	3938
4535	6592
8122	9320
12284	14265
18627	9243
548	19583
19709	122
5113	9457
12311	3229
16508	17028
4970	6116
7668	4804
6640	9997
11616	11483
19336	2176
8323	19001
15510	14893
14789	19297
18108	9967
4367	11680
14630	12070
17419	12374
11333	5883
5517	13051
16866	14642
18071	4423
11173	1464
650	5873
13311	14081
13590	7080
1654	1757
16864	5147
3512	12105
8426	5543
16046	11870
2021	13070
7551	15896
3917	13322
9338	14670
3108	14873
7342	17974
551	15666
7143	7965
1731	7080
12216	6351
1828	16812
8576	16040
10285	2880
11338	1689
13858	8184
9203	15384
12736	910
9134	17499
12126	19640
12900	18280
19203	11230
1312	14451
16962	6779
16217	209
2053	5037
11732	5376
16993	15891
17215	8356
5166	1466
18300	5168
18109	12770
9932	15385
8624	18309
9792	14624
2048	5043
10854	14650
19572	15769
1606	7327
1227	17130
4004	7975
10713	1613
1708	17403
16170	5624
6395	18786
863	19297
13465	7677
2068	9078
9728	1218
12775	3066
18347	15163
4549	9202
16662	12852
9690	18080
17933	10046
16809	9115
712	18727
15060	9290
2448	14560
10672	15144
3320	10325
16991	11980
11569	16069
1354	6301
10731	2892
1104	11788
17671	15122
2601	1189
14122	1544
12005	13189
1640	5352
14023	1538
12772	8406
2389	19965
17687	18284
5796	12734
18851	18587
14540	2996
7581	19763
19185	4877
18894	8111
3990	13129
478	15648
19518	10944
18771	15625
6875	13895
4707	4819
3050	11753
8755	12860
17618	370
5893	6601
8124	19409
